"id";"disease_code";"disease_name";"year";"location";"age";"sex";"cases";"cases_100k";"population"
284;"A81.0";"Creutzfeldt-Jakob disease";2007;"village";"0-3";"women";0;0.0;3249983
285;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2007;"village";"0-3";"women";0;0.0;3249983
286;"A90";"Dengue fever";2007;"village";"0-3";"women";0;0.0;3249983
287;"A91";"Dengue hemorrhagic fever";2007;"village";"0-3";"women";0;0.0;3249983
288;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2007;"village";"0-3";"women";0;0.0;3249983
289;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2007;"village";"0-3";"women";0;0.0;3249983
290;"A96.2";"Lassa fever";2007;"village";"0-3";"women";0;0.0;3249983
291;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2007;"village";"0-3";"women";0;0.0;3249983
292;"A98.3";"Marburg virus disease ";2007;"village";"0-3";"women";0;0.0;3249983
293;"A98.4";"Ebola virus disease";2007;"village";"0-3";"women";0;0.0;3249983
294;"A98.5";"Hemorrhagic fever with liver syndrome";2007;"village";"0-3";"women";0;0.0;3249983
295;"A01(A01.0)";"Typhoid fever";2008;"village";"0-3";"women";0;0.0;3212605
296;"A01(A01.1-A 01.3)";"Paratyphoid fever";2008;"village";"0-3";"women";0;0.0;3212605
297;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2008;"village";"0-3";"women";94;2.93;3212605
298;"A03(A03.0-A03.9)";"Shigellosis";2008;"village";"0-3";"women";1;0.03;3212605
299;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2008;"village";"0-3";"women";91;2.83;3212605
300;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2008;"village";"0-3";"women";4;0.12;3212605
301;"A04(A04.3)";"E.coli infection";2008;"village";"0-3";"women";0;0.0;3212605
302;"A04(A04.5)";"Bacterial gastrointestinal infections";2008;"village";"0-3";"women";35;1.09;3212605
303;"A04(A04.6)";"Bacterial gastrointestinal infections";2008;"village";"0-3";"women";33;1.03;3212605
304;"A04.9, A09";"Bacterial gastrointestinal infections";2008;"village";"0-3";"women";241;7.5;3212605
305;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2008;"village";"0-3";"women";298;9.28;3212605
306;"A08(A08.0)";"Rotavirus gastroenteriti";2008;"village";"0-3";"women";243;7.56;3212605
307;"A08(A08.1)";"Virus gastrointestinal infections";2008;"village";"0-3";"women";36;1.12;3212605
308;"A08(A08.4)";"Virus gastrointestinal infections";2008;"village";"0-3";"women";104;3.24;3212605
309;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2008;"village";"0-3";"women";4;0.12;3212605
310;"A15(A15.0-A15.9), A19";"Tuberculosis";2008;"village";"0-3";"women";1;0.03;3212605
311;"A17, A18";"Tuberculosis";2008;"village";"0-3";"women";0;0.0;3212605
312;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2008;"village";"0-3";"women";0;0.0;3212605
313;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2008;"village";"0-3";"women";0;0.0;3212605
314;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2008;"village";"0-3";"women";0;0.0;3212605
315;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2008;"village";"0-3";"women";0;0.0;3212605
316;"A28.2";"Yersinia pestis";2008;"village";"0-3";"women";0;0.0;3212605
317;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2008;"village";"0-3";"women";0;0.0;3212605
318;"A33,A34,A35";"Tetanus";2008;"village";"0-3";"women";0;0.0;3212605
319;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2008;"village";"0-3";"women";0;0.0;3212605
320;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2008;"village";"0-3";"women";2;0.06;3212605
321;"A38";"Scarlet fever";2008;"village";"0-3";"women";28;0.87;3212605
322;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2008;"village";"0-3";"women";6;0.19;3212605
323;"G00(G00.0-G00.3, G00.8,G00.9)";"Bacterial meningitis";2008;"village";"0-3";"women";1;0.03;3212605
324;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2008;"village";"0-3";"women";1;0.03;3212605
325;"A40.3,G00.1,J13";"Pneumococcal infection";2008;"village";"0-3";"women";0;0.0;3212605
326;"A41.3, A49.2, G00.0, J14";"Haemophilus influenzae disease";2008;"village";"0-3";"women";1;0.03;3212605
327;"A69.2";"Lyme disease";2008;"village";"0-3";"women";2;0.06;3212605
328;"A70";"Chlamydia psittaci infection";2008;"village";"0-3";"women";0;0.0;3212605
329;"A56";"Chlamydia";2008;"village";"0-3";"women";0;0.0;3212605
330;"A75 (A75.0, A75.1)";"Epidemic Typhus";2008;"village";"0-3";"women";0;0.0;3212605
331;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2008;"village";"0-3";"women";0;0.0;3212605
332;"A82(A82.0, A82.1, A82.9)";"Rabies";2008;"village";"0-3";"women";0;0.0;3212605
333;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2008;"village";"0-3";"women";1;0.03;3212605
334;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2008;"village";"0-3";"women";425;13.23;3212605
335;"B05";"Measles";2008;"village";"0-3";"women";0;0.0;3212605
336;"B06";"Rubella";2008;"village";"0-3";"women";0;0.0;3212605
337;"P35.0";"Rubella congenital";2008;"village";"0-3";"women";0;0.0;3212605
338;"B15-B19";"Virus hepatitis";2008;"village";"0-3";"women";0;0.0;3212605
339;"B15";"Hepatitis A";2008;"village";"0-3";"women";0;0.0;3212605
340;"B16.2, B16.9";"Hepatitis B";2008;"village";"0-3";"women";0;0.0;3212605
341;"B17.1";"Hepatitis C";2008;"village";"0-3";"women";0;0.0;3212605
342;"B17.2";"Hepatitis E";2008;"village";"0-3";"women";0;0.0;3212605
343;"B16.0,B16.1, B17.0";"Hepatitis D";2008;"village";"0-3";"women";0;0.0;3212605
344;"B20, B21, B22, B24";"HIV";2008;"village";"0-3";"women";0;0.0;3212605
345;"B23";"HIV related diseases";2008;"village";"0-3";"women";0;0.0;3212605
346;"Z21";"HIV";2008;"village";"0-3";"women";0;0.0;3212605
347;"A51-A53";"Syphilis";2008;"village";"0-3";"women";0;0.0;3212605
348;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2008;"village";"0-3";"women";0;0.0;3212605
349;"A54";"Gonococcal infection";2008;"village";"0-3";"women";0;0.0;3212605
350;"B26";"Mumps";2008;"village";"0-3";"women";3;0.09;3212605
351;"B25(B25.0-B25.2, B25.8, B25.9)";"Cytomegalovirus diseases";2008;"village";"0-3";"women";0;0.0;3212605
352;"P35.1";"Cytomegalovirus diseases congenital";2008;"village";"0-3";"women";0;0.0;3212605
353;"B27";"Infectious mononucleosis";2008;"village";"0-3";"women";3;0.09;3212605
354;"J00-J06";"Upper respiratory tract infection";2008;"village";"0-3";"women";9308;289.73;3212605
355;"J10,J11";"Influenza";2008;"village";"0-3";"women";90;2.8;3212605
356;"A48.1, A48.2";"Legionellosis";2008;"village";"0-3";"women";0;0.0;3212605
357;"A06(A06.0-A06.9), A07(A07.0, A07.3,A07.9)";"Amebiasis";2008;"village";"0-3";"women";1;0.03;3212605
358;"A07.1";"Giardiasis";2008;"village";"0-3";"women";0;0.0;3212605
359;"A07.2";"Cryptosporidiosis";2008;"village";"0-3";"women";0;0.0;3212605
360;"B50,B51,B52,B53,B54";"Malaria";2008;"village";"0-3";"women";0;0.0;3212605
361;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2008;"village";"0-3";"women";0;0.0;3212605
362;"P37.1";"Toxoplasmosis congenital";2008;"village";"0-3";"women";0;0.0;3212605
363;"B67(B67.0-B67.9)";"Cystic echinocccosis";2008;"village";"0-3";"women";0;0.0;3212605
364;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2008;"village";"0-3";"women";0;0.0;3212605
365;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2008;"village";"0-3";"women";0;0.0;3212605
366;"B70.0";"Diphyllobothriasis";2008;"village";"0-3";"women";0;0.0;3212605
367;"B71.0";"Hymenolepiasis";2008;"village";"0-3";"women";0;0.0;3212605
368;"B75";"Trichinellosis";2008;"village";"0-3";"women";0;0.0;3212605
369;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2008;"village";"0-3";"women";39;1.21;3212605
370;"B79";"Trichuriasis";2008;"village";"0-3";"women";0;0.0;3212605
371;"B80";"Enterobiasis";2008;"village";"0-3";"women";91;2.83;3212605
372;"B83.0";"Toxocariasis";2008;"village";"0-3";"women";0;0.0;3212605
373;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2008;"village";"0-3";"women";0;0.0;3212605
374;"B85";"Pediculosis (insects)";2008;"village";"0-3";"women";29;0.9;3212605
375;"B86";"Scabies";2008;"village";"0-3";"women";45;1.4;3212605
376;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2008;"village";"0-3";"women";11;0.34;3212605
377;"A00(A00.0,A00.1,A00.9)";"Cholera";2008;"village";"0-3";"women";0;0.0;3212605
378;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2008;"village";"0-3";"women";0;0.0;3212605
379;"B04";"Monkeypox";2008;"village";"0-3";"women";0;0.0;3212605
380;"B03";"Smallpox";2008;"village";"0-3";"women";0;0.0;3212605
381;"A78";"Q fever";2008;"village";"0-3";"women";0;0.0;3212605
382;"A81.0";"Creutzfeldt-Jakob disease";2008;"village";"0-3";"women";0;0.0;3212605
383;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2008;"village";"0-3";"women";0;0.0;3212605
384;"A90";"Dengue fever";2008;"village";"0-3";"women";0;0.0;3212605
385;"A91";"Dengue hemorrhagic fever";2008;"village";"0-3";"women";0;0.0;3212605
386;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2008;"village";"0-3";"women";0;0.0;3212605
387;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2008;"village";"0-3";"women";0;0.0;3212605
388;"A96.2";"Lassa fever";2008;"village";"0-3";"women";0;0.0;3212605
389;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2008;"village";"0-3";"women";0;0.0;3212605
390;"A98.3";"Marburg virus disease ";2008;"village";"0-3";"women";0;0.0;3212605
391;"A98.4";"Ebola virus disease";2008;"village";"0-3";"women";0;0.0;3212605
392;"A98.5";"Hemorrhagic fever with liver syndrome";2008;"village";"0-3";"women";0;0.0;3212605
393;"A01(A01.0)";"Typhoid fever";2009;"village";"0-3";"women";0;0.0;3183856
394;"A01(A01.1-A 01.3)";"Paratyphoid fever";2009;"village";"0-3";"women";0;0.0;3183856
395;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2009;"village";"0-3";"women";57;1.79;3183856
396;"A03(A03.0-A03.9)";"Shigellosis";2009;"village";"0-3";"women";1;0.03;3183856
397;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2009;"village";"0-3";"women";79;2.48;3183856
398;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2009;"village";"0-3";"women";8;0.25;3183856
399;"A04(A04.3)";"E.coli infection";2009;"village";"0-3";"women";0;0.0;3183856
400;"A04(A04.5)";"Bacterial gastrointestinal infections";2009;"village";"0-3";"women";40;1.26;3183856
401;"A04(A04.6)";"Bacterial gastrointestinal infections";2009;"village";"0-3";"women";22;0.69;3183856
402;"A04.9, A09";"Bacterial gastrointestinal infections";2009;"village";"0-3";"women";236;7.41;3183856
403;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2009;"village";"0-3";"women";290;9.11;3183856
404;"A08(A08.0)";"Rotavirus gastroenteriti";2009;"village";"0-3";"women";235;7.38;3183856
405;"A08(A08.1)";"Virus gastrointestinal infections";2009;"village";"0-3";"women";40;1.26;3183856
406;"A08(A08.4)";"Virus gastrointestinal infections";2009;"village";"0-3";"women";170;5.34;3183856
407;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2009;"village";"0-3";"women";4;0.13;3183856
408;"A15(A15.0-A15.9), A19";"Tuberculosis";2009;"village";"0-3";"women";0;0.0;3183856
409;"A17, A18";"Tuberculosis";2009;"village";"0-3";"women";0;0.0;3183856
410;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2009;"village";"0-3";"women";0;0.0;3183856
411;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2009;"village";"0-3";"women";0;0.0;3183856
412;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2009;"village";"0-3";"women";0;0.0;3183856
413;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2009;"village";"0-3";"women";0;0.0;3183856
414;"A28.2";"Yersinia pestis";2009;"village";"0-3";"women";0;0.0;3183856
415;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2009;"village";"0-3";"women";0;0.0;3183856
416;"A33,A34,A35";"Tetanus";2009;"village";"0-3";"women";0;0.0;3183856
417;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2009;"village";"0-3";"women";0;0.0;3183856
418;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2009;"village";"0-3";"women";8;0.25;3183856
419;"A38";"Scarlet fever";2009;"village";"0-3";"women";15;0.47;3183856
420;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2009;"village";"0-3";"women";5;0.16;3183856
421;"G00(G00.0-G00.3, G00.8,G00.9)";"Bacterial meningitis";2009;"village";"0-3";"women";2;0.06;3183856
422;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2009;"village";"0-3";"women";0;0.0;3183856
423;"A40.3,G00.1,J13";"Pneumococcal infection";2009;"village";"0-3";"women";1;0.03;3183856
424;"A41.3, A49.2, G00.0, J14";"Haemophilus influenzae disease";2009;"village";"0-3";"women";1;0.03;3183856
425;"A69.2";"Lyme disease";2009;"village";"0-3";"women";5;0.16;3183856
426;"A70";"Chlamydia psittaci infection";2009;"village";"0-3";"women";0;0.0;3183856
427;"A56";"Chlamydia";2009;"village";"0-3";"women";0;0.0;3183856
428;"A75 (A75.0, A75.1)";"Epidemic Typhus";2009;"village";"0-3";"women";0;0.0;3183856
429;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2009;"village";"0-3";"women";0;0.0;3183856
430;"A82(A82.0, A82.1, A82.9)";"Rabies";2009;"village";"0-3";"women";0;0.0;3183856
431;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2009;"village";"0-3";"women";0;0.0;3183856
432;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2009;"village";"0-3";"women";345;10.84;3183856
433;"B05";"Measles";2009;"village";"0-3";"women";0;0.0;3183856
434;"B06";"Rubella";2009;"village";"0-3";"women";0;0.0;3183856
435;"P35.0";"Rubella congenital";2009;"village";"0-3";"women";0;0.0;3183856
436;"B15-B19";"Virus hepatitis";2009;"village";"0-3";"women";0;0.0;3183856
437;"B15";"Hepatitis A";2009;"village";"0-3";"women";0;0.0;3183856
438;"B16.2, B16.9";"Hepatitis B";2009;"village";"0-3";"women";0;0.0;3183856
439;"B17.1";"Hepatitis C";2009;"village";"0-3";"women";0;0.0;3183856
440;"B17.2";"Hepatitis E";2009;"village";"0-3";"women";0;0.0;3183856
441;"B16.0,B16.1, B17.0";"Hepatitis D";2009;"village";"0-3";"women";0;0.0;3183856
442;"B20, B21, B22, B24";"HIV";2009;"village";"0-3";"women";0;0.0;3183856
443;"B23";"HIV related diseases";2009;"village";"0-3";"women";0;0.0;3183856
444;"Z21";"HIV";2009;"village";"0-3";"women";0;0.0;3183856
445;"A51-A53";"Syphilis";2009;"village";"0-3";"women";1;0.03;3183856
446;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2009;"village";"0-3";"women";1;0.03;3183856
447;"A54";"Gonococcal infection";2009;"village";"0-3";"women";0;0.0;3183856
448;"B26";"Mumps";2009;"village";"0-3";"women";3;0.09;3183856
449;"B25(B25.0-B25.2, B25.8, B25.9)";"Cytomegalovirus diseases";2009;"village";"0-3";"women";1;0.03;3183856
450;"P35.1";"Cytomegalovirus diseases congenital";2009;"village";"0-3";"women";0;0.0;3183856
451;"B27";"Infectious mononucleosis";2009;"village";"0-3";"women";6;0.19;3183856
452;"J00-J06";"Upper respiratory tract infection";2009;"village";"0-3";"women";10460;328.53;3183856
453;"J10,J11";"Influenza";2009;"village";"0-3";"women";456;14.32;3183856
454;"A48.1, A48.2";"Legionellosis";2009;"village";"0-3";"women";0;0.0;3183856
455;"A06(A06.0-A06.9), A07(A07.0, A07.3,A07.9)";"Amebiasis";2009;"village";"0-3";"women";0;0.0;3183856
456;"A07.1";"Giardiasis";2009;"village";"0-3";"women";0;0.0;3183856
457;"A07.2";"Cryptosporidiosis";2009;"village";"0-3";"women";0;0.0;3183856
458;"B50,B51,B52,B53,B54";"Malaria";2009;"village";"0-3";"women";0;0.0;3183856
459;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2009;"village";"0-3";"women";0;0.0;3183856
460;"P37.1";"Toxoplasmosis congenital";2009;"village";"0-3";"women";0;0.0;3183856
461;"B67(B67.0-B67.9)";"Cystic echinocccosis";2009;"village";"0-3";"women";0;0.0;3183856
462;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2009;"village";"0-3";"women";0;0.0;3183856
463;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2009;"village";"0-3";"women";0;0.0;3183856
464;"B70.0";"Diphyllobothriasis";2009;"village";"0-3";"women";0;0.0;3183856
465;"B71.0";"Hymenolepiasis";2009;"village";"0-3";"women";0;0.0;3183856
466;"B75";"Trichinellosis";2009;"village";"0-3";"women";0;0.0;3183856
467;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2009;"village";"0-3";"women";26;0.82;3183856
468;"B79";"Trichuriasis";2009;"village";"0-3";"women";0;0.0;3183856
469;"B80";"Enterobiasis";2009;"village";"0-3";"women";72;2.26;3183856
470;"B83.0";"Toxocariasis";2009;"village";"0-3";"women";3;0.09;3183856
471;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2009;"village";"0-3";"women";0;0.0;3183856
472;"B85";"Pediculosis (insects)";2009;"village";"0-3";"women";13;0.41;3183856
473;"B86";"Scabies";2009;"village";"0-3";"women";39;1.22;3183856
474;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2009;"village";"0-3";"women";10;0.31;3183856
475;"A00(A00.0,A00.1,A00.9)";"Cholera";2009;"village";"0-3";"women";0;0.0;3183856
476;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2009;"village";"0-3";"women";0;0.0;3183856
477;"B04";"Monkeypox";2009;"village";"0-3";"women";0;0.0;3183856
478;"B03";"Smallpox";2009;"village";"0-3";"women";0;0.0;3183856
479;"A78";"Q fever";2009;"village";"0-3";"women";0;0.0;3183856
480;"A81.0";"Creutzfeldt-Jakob disease";2009;"village";"0-3";"women";0;0.0;3183856
481;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2009;"village";"0-3";"women";0;0.0;3183856
482;"A90";"Dengue fever";2009;"village";"0-3";"women";0;0.0;3183856
483;"A91";"Dengue hemorrhagic fever";2009;"village";"0-3";"women";0;0.0;3183856
484;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2009;"village";"0-3";"women";0;0.0;3183856
485;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2009;"village";"0-3";"women";0;0.0;3183856
486;"A96.2";"Lassa fever";2009;"village";"0-3";"women";0;0.0;3183856
487;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2009;"village";"0-3";"women";0;0.0;3183856
488;"A98.3";"Marburg virus disease ";2009;"village";"0-3";"women";0;0.0;3183856
489;"A98.4";"Ebola virus disease";2009;"village";"0-3";"women";0;0.0;3183856
490;"A98.5";"Hemorrhagic fever with liver syndrome";2009;"village";"0-3";"women";0;0.0;3183856
491;"A01(A01.0)";"Typhoid fever";2010;"village";"0-3";"women";0;0.0;3141976
492;"A01(A01.1-A 01.4)";"Paratyphoid fever";2010;"village";"0-3";"women";0;0.0;3141976
493;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2010;"village";"0-3";"women";62;1.97;3141976
494;"A03(A03.0-A03.9)";"Shigellosis";2010;"village";"0-3";"women";0;0.0;3141976
495;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2010;"village";"0-3";"women";77;2.45;3141976
496;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2010;"village";"0-3";"women";12;0.38;3141976
497;"A04(A04.3)";"E.coli infection";2010;"village";"0-3";"women";0;0.0;3141976
498;"A04(A04.5)";"Bacterial gastrointestinal infections";2010;"village";"0-3";"women";43;1.37;3141976
499;"A04(A04.6)";"Bacterial gastrointestinal infections";2010;"village";"0-3";"women";18;0.57;3141976
500;"A04.9, A09";"Bacterial gastrointestinal infections";2010;"village";"0-3";"women";213;6.78;3141976
501;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2010;"village";"0-3";"women";229;7.29;3141976
502;"A08(A08.0)";"Rotavirus gastroenteriti";2010;"village";"0-3";"women";203;6.46;3141976
503;"A08(A08.1)";"Virus gastrointestinal infections";2010;"village";"0-3";"women";16;0.51;3141976
504;"A08(A08.4)";"Virus gastrointestinal infections";2010;"village";"0-3";"women";212;6.75;3141976
505;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2010;"village";"0-3";"women";3;0.1;3141976
506;"A15 (A15.0-A15.9),A19(A19.0-A19.2,A19.8,A19.9)";"Tuberculosis";2010;"village";"0-3";"women";0;0.0;3141976
507;"A17, A18";"Tuberculosis";2010;"village";"0-3";"women";0;0.0;3141976
508;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2010;"village";"0-3";"women";0;0.0;3141976
509;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2010;"village";"0-3";"women";0;0.0;3141976
510;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2010;"village";"0-3";"women";0;0.0;3141976
511;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2010;"village";"0-3";"women";0;0.0;3141976
512;"A28.2";"Yersinia pestis";2010;"village";"0-3";"women";0;0.0;3141976
513;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2010;"village";"0-3";"women";0;0.0;3141976
514;"A33,A34,A35";"Tetanus";2010;"village";"0-3";"women";0;0.0;3141976
515;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2010;"village";"0-3";"women";0;0.0;3141976
516;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2010;"village";"0-3";"women";0;0.0;3141976
517;"A38";"Scarlet fever";2010;"village";"0-3";"women";24;0.76;3141976
518;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2010;"village";"0-3";"women";9;0.29;3141976
519;"G00(G00.0-G00.3, G00.8,G00.9)";"Bacterial meningitis";2010;"village";"0-3";"women";2;0.06;3141976
520;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2010;"village";"0-3";"women";1;0.03;3141976
521;"A40.3,J13";"Pneumococcal infection";2010;"village";"0-3";"women";0;0.0;3141976
522;"A41.3, A49.2, G00.0, J14";"Haemophilus influenzae disease";2010;"village";"0-3";"women";0;0.0;3141976
523;"A69.2";"Lyme disease";2010;"village";"0-3";"women";2;0.06;3141976
